ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 14:29:17 587m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.1362956
1 2E-8 1.8192711
2 4E-8 2.1567649
3 6E-8 2.8557164
4 8E-8 -1.5257114
5 1E-7 -2.664004
6 1.2E-7 -3.562656
7 1.4E-7 0.15376935
8 1.6E-7 -2.4443335
9 1.8E-7 0.49326011
10 2E-7 -1.4817773
11 2.2E-7 0.16774838
12 2.4E-7 -0.70094858
13 2.6E-7 0.24363455
14 2.8E-7 -0.033949076
15 3E-7 0.09785322
16 3.2E-7 0.059910135
17 3.4E-7 -0.089865202
18 3.6E-7 0.11382926
19 3.8E-7 0.051922117
20 4E-7 0.45731403
21 4.2E-7 0.1318023
22 4.4E-7 0.19970045
23 4.6E-7 0.01797304
24 4.8E-7 0.045931103
25 5E-7 -0.025961058
26 5.2E-7 -0.065901148
27 5.4E-7 0.14977534
28 5.6E-7 0.01797304
29 5.8E-7 0.021967049
30 6E-7 -0.09785322
31 6.2E-7 -0.085871193
32 6.4E-7 -0.089865202
33 6.6E-7 -0.16175736
34 6.8E-7 -0.1318023
35 7E-7 -0.20569146
36 7.2E-7 -0.16774838
37 7.4E-7 -0.1797304
38 7.6E-7 -0.19770345
39 7.8E-7 -0.15776336
40 8E-7 -0.20968547
41 8.2E-7 -0.15776336
42 8.4E-7 -0.20968547
43 8.6E-7 -0.16175736
44 8.8E-7 -0.18771842
45 9E-7 -0.16175736
46 9.2E-7 -0.15576635
47 9.4E-7 -0.12581128
48 9.6E-7 -0.10584124
49 9.8E-7 -0.071892162
50 1E-6 -0.051922117
51 1.02E-6 -0.035946081
52 1.04E-6 -0.011982027
53 1.06E-6 0.0019970045
54 1.08E-6 0.023964054
55 1.1E-6 0.03994009
56 1.12E-6 0.065901148
57 1.14E-6 0.071892162
58 1.16E-6 0.081877184
59 1.18E-6 0.093859211
60 1.2E-6 0.10584124
61 1.22E-6 0.11782327
62 1.24E-6 0.11982027
63 1.26E-6 0.12381428
64 1.28E-6 0.12181727
65 1.3E-6 0.11982027
66 1.32E-6 0.11982027
67 1.34E-6 0.11382926
68 1.36E-6 0.10783824
69 1.38E-6 0.10384423
70 1.4E-6 0.095856216
71 1.42E-6 0.089865202
72 1.44E-6 0.069895157
73 1.46E-6 0.071892162
74 1.48E-6 0.07988018
75 1.5E-6 0.093859211
76 1.52E-6 0.063904144
77 1.54E-6 0.055916126
78 1.56E-6 0.043934099
79 1.58E-6 0.059910135
80 1.6E-6 0.043934099
81 1.62E-6 0.045931103
82 1.64E-6 0.037943085
83 1.66E-6 0.041937094
84 1.68E-6 0.043934099
85 1.7E-6 0.031952072
86 1.72E-6 0.041937094
87 1.74E-6 0.037943085
88 1.76E-6 0.045931103
89 1.78E-6 0.03994009
90 1.8E-6 0.043934099
91 1.82E-6 0.051922117
92 1.84E-6 0.049925112
93 1.86E-6 0.05791313
94 1.88E-6 0.059910135
95 1.9E-6 0.073889166
96 1.92E-6 0.069895157
97 1.94E-6 0.083874189
98 1.96E-6 0.089865202
99 1.98E-6 0.09785322
100 2E-6 0.09785322
101 2.02E-6 0.099850225
