ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 14:58:55 522m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.4641052
1 2E-8 1.0637007
2 4E-8 2.2244692
3 6E-8 0.87765421
4 8E-8 -3.2922144
5 1E-7 -3.6966634
6 1.2E-7 -2.677452
7 1.4E-7 -3.850354
8 1.6E-7 -2.8513651
9 1.8E-7 -3.9150658
10 2E-7 -0.044489384
11 2.2E-7 -2.2851366
12 2.4E-7 0.81294238
13 2.6E-7 -0.50556118
14 2.8E-7 0.66734076
15 3E-7 -0.23862488
16 3.2E-7 0.10515673
17 3.4E-7 0.097067747
18 3.6E-7 0.53387261
19 3.8E-7 1.2821032
20 4E-7 0.29929222
21 4.2E-7 0.60262893
22 4.4E-7 -0.064711832
23 4.6E-7 0.32355916
24 4.8E-7 -0.27098079
25 5E-7 -0.052578363
26 5.2E-7 0.22244692
27 5.4E-7 0.07280081
28 5.6E-7 -0.036400405
29 5.8E-7 -0.29120324
30 6E-7 -0.3437816
31 6.2E-7 -0.35187058
32 6.4E-7 -0.57027302
33 6.6E-7 -0.4610718
34 6.8E-7 -0.74014157
35 7E-7 -0.5379171
36 7.2E-7 -0.69969668
37 7.4E-7 -0.63094036
38 7.6E-7 -0.60262893
39 7.8E-7 -0.67138525
40 8E-7 -0.58645097
41 8.2E-7 -0.67138525
42 8.4E-7 -0.54600608
43 8.6E-7 -0.63094036
44 8.8E-7 -0.51769465
45 9E-7 -0.54196159
46 9.2E-7 -0.38827099
47 9.4E-7 -0.37209303
48 9.6E-7 -0.25480284
49 9.8E-7 -0.21031345
50 1E-6 -0.11324571
51 1.02E-6 -0.056622853
52 1.04E-6 0.020222447
53 1.06E-6 0.052578363
54 1.08E-6 0.10111224
55 1.1E-6 0.19009101
56 1.12E-6 0.18604652
57 1.14E-6 0.27502528
58 1.16E-6 0.29524773
59 1.18E-6 0.34782609
60 1.2E-6 0.36400405
61 1.22E-6 0.37613752
62 1.24E-6 0.39231548
63 1.26E-6 0.39231548
64 1.28E-6 0.37209303
65 1.3E-6 0.36804854
66 1.32E-6 0.35591507
67 1.34E-6 0.33569263
68 1.36E-6 0.32355916
69 1.38E-6 0.30333671
70 1.4E-6 0.25884733
71 1.42E-6 0.21435794
72 1.44E-6 0.21840243
73 1.46E-6 0.25075835
74 1.48E-6 0.26289182
75 1.5E-6 0.16986856
76 1.52E-6 0.1536906
77 1.54E-6 0.12942366
78 1.56E-6 0.14560162
79 1.58E-6 0.097067747
80 1.6E-6 0.11324571
81 1.62E-6 0.10920122
82 1.64E-6 0.10515673
83 1.66E-6 0.10111224
84 1.68E-6 0.0768453
85 1.7E-6 0.10515673
86 1.72E-6 0.0768453
87 1.74E-6 0.11324571
88 1.76E-6 0.11324571
89 1.78E-6 0.12133468
90 1.8E-6 0.12537917
91 1.82E-6 0.15773509
92 1.84E-6 0.16986856
93 1.86E-6 0.17795754
94 1.88E-6 0.21031345
95 1.9E-6 0.21435794
96 1.92E-6 0.2305359
97 1.94E-6 0.26289182
98 1.96E-6 0.27502528
99 1.98E-6 0.28715875
100 2E-6 0.29120324
101 2.02E-6 0.31547018
