ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 14:10:11 075m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 2.1527708
1 2E-8 1.3699451
2 4E-8 2.8137793
3 6E-8 1.3799301
4 8E-8 -0.50124813
5 1E-7 -3.4348477
6 1.2E-7 -3.087369
7 1.4E-7 -0.64103844
8 1.6E-7 -1.9830255
9 1.8E-7 -0.11582626
10 2E-7 -1.2461308
11 2.2E-7 0.46929606
12 2.4E-7 -0.65901148
13 2.6E-7 0.3994009
14 2.8E-7 -0.12581128
15 3E-7 0.2656016
16 3.2E-7 -0.049925112
17 3.4E-7 0.015976036
18 3.6E-7 0.077883175
19 3.8E-7 0.17174239
20 4E-7 0.48327509
21 4.2E-7 0.05791313
22 4.4E-7 0.23964054
23 4.6E-7 -0.061907139
24 4.8E-7 0.14977534
25 5E-7 -0.093859211
26 5.2E-7 0.03994009
27 5.4E-7 0.075886171
28 5.6E-7 0
29 5.8E-7 0
30 6E-7 -0.11382926
31 6.2E-7 -0.049925112
32 6.4E-7 -0.10783824
33 6.6E-7 -0.13579631
34 6.8E-7 -0.14777833
35 7E-7 -0.19970045
36 7.2E-7 -0.15177234
37 7.4E-7 -0.18372441
38 7.6E-7 -0.17373939
39 7.8E-7 -0.18372441
40 8E-7 -0.1797304
41 8.2E-7 -0.1797304
42 8.4E-7 -0.18172741
43 8.6E-7 -0.17174239
44 8.8E-7 -0.1777334
45 9E-7 -0.15376935
46 9.2E-7 -0.14977534
47 9.4E-7 -0.10184723
48 9.6E-7 -0.099850225
49 9.8E-7 -0.065901148
50 1E-6 -0.049925112
51 1.02E-6 -0.025961058
52 1.04E-6 0.0019970045
53 1.06E-6 0.013979031
54 1.08E-6 0.027958063
55 1.1E-6 0.047928108
56 1.12E-6 0.065901148
57 1.14E-6 0.073889166
58 1.16E-6 0.095856216
59 1.18E-6 0.10783824
60 1.2E-6 0.11582626
61 1.22E-6 0.12381428
62 1.24E-6 0.12581128
63 1.26E-6 0.12181727
64 1.28E-6 0.12780829
65 1.3E-6 0.12581128
66 1.32E-6 0.11582626
67 1.34E-6 0.11582626
68 1.36E-6 0.10983525
69 1.38E-6 0.095856216
70 1.4E-6 0.093859211
71 1.42E-6 0.081877184
72 1.44E-6 0.067898153
73 1.46E-6 0.067898153
74 1.48E-6 0.07988018
75 1.5E-6 0.077883175
76 1.52E-6 0.051922117
77 1.54E-6 0.041937094
78 1.56E-6 0.035946081
79 1.58E-6 0.041937094
80 1.6E-6 0.025961058
81 1.62E-6 0.035946081
82 1.64E-6 0.019970045
83 1.66E-6 0.033949076
84 1.68E-6 0.029955067
85 1.7E-6 0.021967049
86 1.72E-6 0.025961058
87 1.74E-6 0.021967049
88 1.76E-6 0.029955067
89 1.78E-6 0.023964054
90 1.8E-6 0.033949076
91 1.82E-6 0.023964054
92 1.84E-6 0.03994009
93 1.86E-6 0.047928108
94 1.88E-6 0.051922117
95 1.9E-6 0.055916126
96 1.92E-6 0.059910135
97 1.94E-6 0.067898153
98 1.96E-6 0.073889166
99 1.98E-6 0.081877184
100 2E-6 0.083874189
101 2.02E-6 0.085871193
