ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 14:14:19 361m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.1702446
1 2E-8 1.353969
2 4E-8 2.3884174
3 6E-8 2.4882676
4 8E-8 -1.5396905
5 1E-7 -2.7139291
6 1.2E-7 -3.6165751
7 1.4E-7 -0.27558662
8 1.6E-7 -2.20669
9 1.8E-7 0.42735896
10 2E-7 -1.3939091
11 2.2E-7 0.11982027
12 2.4E-7 -0.66100849
13 2.6E-7 0.18172741
14 2.8E-7 -0.025961058
15 3E-7 0.075886171
16 3.2E-7 0.05791313
17 3.4E-7 -0.12181727
18 3.6E-7 0.069895157
19 3.8E-7 0.015976036
20 4E-7 0.42136795
21 4.2E-7 0.11582626
22 4.4E-7 0.15976036
23 4.6E-7 -0.0059910135
24 4.8E-7 -0.0019970045
25 5E-7 -0.033949076
26 5.2E-7 -0.093859211
27 5.4E-7 0.12581128
28 5.6E-7 -0.043934099
29 5.8E-7 -0.007988018
30 6E-7 -0.14378432
31 6.2E-7 -0.11582626
32 6.4E-7 -0.13579631
33 6.6E-7 -0.18572142
34 6.8E-7 -0.16575137
35 7E-7 -0.24962556
36 7.2E-7 -0.20768847
37 7.4E-7 -0.22566151
38 7.6E-7 -0.23564653
39 7.8E-7 -0.20768847
40 8E-7 -0.23964054
41 8.2E-7 -0.20569146
42 8.4E-7 -0.23964054
43 8.6E-7 -0.20569146
44 8.8E-7 -0.22765851
45 9E-7 -0.19970045
46 9.2E-7 -0.19370944
47 9.4E-7 -0.16974538
48 9.6E-7 -0.14378432
49 9.8E-7 -0.11982027
50 1E-6 -0.099850225
51 1.02E-6 -0.069895157
52 1.04E-6 -0.049925112
53 1.06E-6 -0.033949076
54 1.08E-6 -0.013979031
55 1.1E-6 -0.0019970045
56 1.12E-6 0.01797304
57 1.14E-6 0.033949076
58 1.16E-6 0.049925112
59 1.18E-6 0.067898153
60 1.2E-6 0.075886171
61 1.22E-6 0.081877184
62 1.24E-6 0.083874189
63 1.26E-6 0.095856216
64 1.28E-6 0.083874189
65 1.3E-6 0.083874189
66 1.32E-6 0.081877184
67 1.34E-6 0.077883175
68 1.36E-6 0.077883175
69 1.38E-6 0.061907139
70 1.4E-6 0.05791313
71 1.42E-6 0.03994009
72 1.44E-6 0.035946081
73 1.46E-6 0.035946081
74 1.48E-6 0.041937094
75 1.5E-6 0.043934099
76 1.52E-6 0.013979031
77 1.54E-6 0.007988018
78 1.56E-6 -0.0019970045
79 1.58E-6 0.0019970045
80 1.6E-6 -0.0099850225
81 1.62E-6 -0.0019970045
82 1.64E-6 -0.0059910135
83 1.66E-6 -0.007988018
84 1.68E-6 -0.0099850225
85 1.7E-6 -0.015976036
86 1.72E-6 -0.011982027
87 1.74E-6 -0.015976036
88 1.76E-6 -0.003994009
89 1.78E-6 -0.0059910135
90 1.8E-6 0
91 1.82E-6 0.0019970045
92 1.84E-6 0.007988018
93 1.86E-6 0.0099850225
94 1.88E-6 0.015976036
95 1.9E-6 0.019970045
96 1.92E-6 0.025961058
97 1.94E-6 0.03994009
98 1.96E-6 0.035946081
99 1.98E-6 0.043934099
