ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 14:37:00 875m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.7413879
1 2E-8 1.3739391
2 4E-8 2.5202197
3 6E-8 1.9430854
4 8E-8 -1.0743884
5 1E-7 -2.4742886
6 1.2E-7 -2.8417374
7 1.4E-7 -0.01797304
8 1.6E-7 -1.9810285
9 1.8E-7 0.45931103
10 2E-7 -1.1822267
11 2.2E-7 0.23564653
12 2.4E-7 -0.58112831
13 2.6E-7 0.23964054
14 2.8E-7 -0.061907139
15 3E-7 0.12581128
16 3.2E-7 0.031952072
17 3.4E-7 -0.05791313
18 3.6E-7 0.077883175
19 3.8E-7 0.063904144
20 4E-7 0.37343984
21 4.2E-7 0.07988018
22 4.4E-7 0.15376935
23 4.6E-7 -0.023964054
24 4.8E-7 0.029955067
25 5E-7 -0.045931103
26 5.2E-7 -0.051922117
27 5.4E-7 0.087868198
28 5.6E-7 -0.015976036
29 5.8E-7 0.003994009
30 6E-7 -0.10184723
31 6.2E-7 -0.075886171
32 6.4E-7 -0.091862207
33 6.6E-7 -0.13579631
34 6.8E-7 -0.11982027
35 7E-7 -0.18771842
36 7.2E-7 -0.14378432
37 7.4E-7 -0.16375437
38 7.6E-7 -0.17373939
39 7.8E-7 -0.14378432
40 8E-7 -0.18172741
41 8.2E-7 -0.15576635
42 8.4E-7 -0.1777334
43 8.6E-7 -0.15376935
44 8.8E-7 -0.16375437
45 9E-7 -0.14977534
46 9.2E-7 -0.14378432
47 9.4E-7 -0.11582626
48 9.6E-7 -0.099850225
49 9.8E-7 -0.077883175
50 1E-6 -0.063904144
51 1.02E-6 -0.049925112
52 1.04E-6 -0.023964054
53 1.06E-6 -0.0019970045
54 1.08E-6 0.007988018
55 1.1E-6 0.023964054
56 1.12E-6 0.035946081
57 1.14E-6 0.047928108
58 1.16E-6 0.055916126
59 1.18E-6 0.069895157
60 1.2E-6 0.071892162
61 1.22E-6 0.087868198
62 1.24E-6 0.087868198
63 1.26E-6 0.091862207
64 1.28E-6 0.083874189
65 1.3E-6 0.087868198
66 1.32E-6 0.085871193
67 1.34E-6 0.081877184
68 1.36E-6 0.069895157
69 1.38E-6 0.069895157
70 1.4E-6 0.063904144
71 1.42E-6 0.061907139
72 1.44E-6 0.049925112
73 1.46E-6 0.03994009
74 1.48E-6 0.045931103
75 1.5E-6 0.05791313
76 1.52E-6 0.033949076
77 1.54E-6 0.033949076
78 1.56E-6 0.019970045
79 1.58E-6 0.01797304
80 1.6E-6 0.01797304
81 1.62E-6 0.013979031
82 1.64E-6 0.021967049
83 1.66E-6 0.0099850225
84 1.68E-6 0.015976036
85 1.7E-6 0.007988018
86 1.72E-6 0.015976036
87 1.74E-6 0.011982027
88 1.76E-6 0.013979031
89 1.78E-6 0.015976036
90 1.8E-6 0.013979031
91 1.82E-6 0.021967049
92 1.84E-6 0.023964054
93 1.86E-6 0.029955067
94 1.88E-6 0.029955067
95 1.9E-6 0.041937094
96 1.92E-6 0.049925112
97 1.94E-6 0.047928108
98 1.96E-6 0.059910135
99 1.98E-6 0.061907139
100 2E-6 0.063904144
