ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-11-10 16:58:21 766m





Relative time;Ch1
s;V
0;1.354904
2E-8;0.43276037
4E-8;2.7664308
6E-8;0.44489384
8E-8;-3.3367038
1E-7;-4.2790699
1.2E-7;-4.0970678
1.4E-7;-3.8220425
1.6E-7;-3.9393327
1.8E-7;-4.1132458
2E-7;-0.18604652
2.2E-7;-2.8554096
2.4E-7;0.44084935
2.6E-7;-0.088978768
2.8E-7;0.032355916
3E-7;-0.71587464
3.2E-7;0.21435794
3.4E-7;0.63902934
3.6E-7;2.3660263
3.8E-7;1.1324571
4E-7;0.6147624
4.2E-7;0.40040446
4.4E-7;-0.44084935
4.6E-7;-0.12133468
4.8E-7;-0.75227504
5E-7;0.88978768
5.2E-7;-0.20222447
5.4E-7;-0.44084935
5.6E-7;-0.82912034
5.8E-7;-1.1445905
6E-7;-0.84934279
6.2E-7;-1.5854399
6.4E-7;-1.2740142
6.6E-7;-1.7957533
6.8E-7;-1.536906
7E-7;-1.5045501
7.2E-7;-1.544995
7.4E-7;-2.1435794
7.6E-7;-0.958544
7.8E-7;-2.0788676
8E-7;-1.3589485
8.2E-7;-1.735086
8.4E-7;-1.3872599
8.6E-7;-1.5085946
8.8E-7;-1.2740142
9E-7;-1.1809909
9.2E-7;-0.97067747
9.4E-7;-0.93832156
9.6E-7;-0.54600608
9.8E-7;-0.59049546
1E-6;-0.3073812
1.02E-6;-0.2305359
1.04E-6;-0.12133468
1.06E-6;0.020222447
1.08E-6;0.097067747
1.1E-6;0.21840243
1.12E-6;0.33973712
1.14E-6;0.40849344
1.16E-6;0.45702731
1.18E-6;0.54600608
1.2E-6;0.55813955
1.22E-6;0.60262893
1.24E-6;0.56218404
1.26E-6;0.51769465
1.28E-6;0.49342772
1.3E-6;0.4974722
1.32E-6;0.4610718
1.34E-6;0.40849344
1.36E-6;0.3437816
1.38E-6;0.31142569
1.4E-6;0.28715875
1.42E-6;0.23458039
1.44E-6;0.1536906
1.46E-6;0.093023258
1.48E-6;0.097067747
1.5E-6;0.020222447
1.52E-6;-0.020222447
1.54E-6;0
1.56E-6;-0.048533874
1.58E-6;-0.068756321
1.6E-6;-0.064711832
1.62E-6;-0.093023258
1.64E-6;-0.080889789
1.66E-6;-0.028311426
1.68E-6;-0.088978768
1.7E-6;-0.036400405
1.72E-6;-0.060667342
1.74E-6;-0.048533874
1.76E-6;-0.052578363
1.78E-6;0.0040444895
1.8E-6;0.064711832
1.82E-6;0.056622853
1.84E-6;0.12537917
1.86E-6;0.19817998
1.88E-6;0.21435794
1.9E-6;0.25480284
1.92E-6;0.3073812
1.94E-6;0.29120324
1.96E-6;0.31951467
1.98E-6;0.33569263
2E-6;0.38018201
2.02E-6;0.3842265
2.04E-6;0.42467139
2.06E-6;0.40040446
2.08E-6;0.43276037
2.1E-6;0.42871588
2.12E-6;0.42467139
