ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 13:32:46 456m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 2.4223665
1 2E-8 0.10983525
2 4E-8 1.0304543
3 6E-8 -1.345981
4 8E-8 0.081877184
5 1E-7 -0.37743385
6 1.2E-7 -0.099850225
7 1.4E-7 0.18572142
8 1.6E-7 -0.34548178
9 1.8E-7 0.3115327
10 2E-7 -0.31952072
11 2.2E-7 0.15576635
12 2.4E-7 -0.12980529
13 2.6E-7 0.063904144
14 2.8E-7 0.0059910135
15 3E-7 -0.029955067
16 3.2E-7 0.049925112
17 3.4E-7 -0.037943085
18 3.6E-7 0.073889166
19 3.8E-7 0.003994009
20 4E-7 0.035946081
21 4.2E-7 0.007988018
22 4.4E-7 -0.003994009
23 4.6E-7 0.021967049
24 4.8E-7 0.003994009
25 5E-7 0.01797304
26 5.2E-7 0.0059910135
27 5.4E-7 0.013979031
28 5.6E-7 0.013979031
29 5.8E-7 0.015976036
30 6E-7 0.029955067
31 6.2E-7 0.023964054
32 6.4E-7 0.007988018
33 6.6E-7 0.0099850225
34 6.8E-7 0.015976036
35 7E-7 0.01797304
36 7.2E-7 0.047928108
37 7.4E-7 0.063904144
38 7.6E-7 0.055916126
39 7.8E-7 0.029955067
40 8E-7 0.037943085
41 8.2E-7 0.031952072
42 8.4E-7 0.043934099
43 8.6E-7 0.01797304
44 8.8E-7 0.031952072
45 9E-7 0.015976036
46 9.2E-7 0.037943085
47 9.4E-7 0.011982027
48 9.6E-7 0.023964054
49 9.8E-7 0.015976036
50 1E-6 0.011982027
51 1.02E-6 0.019970045
52 1.04E-6 0.007988018
53 1.06E-6 0.007988018
54 1.08E-6 0.0099850225
55 1.1E-6 0.003994009
56 1.12E-6 0.0059910135
57 1.14E-6 0.007988018
58 1.16E-6 0.007988018
59 1.18E-6 0.0059910135
60 1.2E-6 0.0059910135
61 1.22E-6 0.0059910135
62 1.24E-6 0.007988018
63 1.26E-6 0.0059910135
64 1.28E-6 0.0059910135
65 1.3E-6 -0.003994009
66 1.32E-6 -0.0059910135
67 1.34E-6 0.0019970045
68 1.36E-6 -0.0019970045
69 1.38E-6 -0.0019970045
70 1.4E-6 -0.0019970045
71 1.42E-6 -0.0059910135
72 1.44E-6 -0.011982027
73 1.46E-6 -0.003994009
74 1.48E-6 -0.003994009
75 1.5E-6 -0.0059910135
76 1.52E-6 -0.0059910135
77 1.54E-6 -0.011982027
78 1.56E-6 -0.003994009
79 1.58E-6 -0.0019970045
80 1.6E-6 -0.0059910135
81 1.62E-6 0
82 1.64E-6 -0.0019970045
83 1.66E-6 -0.003994009
84 1.68E-6 -0.0019970045
85 1.7E-6 -0.0019970045
86 1.72E-6 0
87 1.74E-6 0
88 1.76E-6 0
89 1.78E-6 0.003994009
90 1.8E-6 0.0059910135
91 1.82E-6 0.003994009
92 1.84E-6 0.003994009
93 1.86E-6 0.007988018
94 1.88E-6 0.007988018
95 1.9E-6 0.007988018
96 1.92E-6 0.011982027
97 1.94E-6 0.007988018
98 1.96E-6 0.011982027
99 1.98E-6 0.013979031
100 2E-6 0.013979031
101 2.02E-6 0.0099850225
