ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 11:19:38 010m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.21031345
1 2E-8 2.6531851
2 4E-8 2.7381194
3 6E-8 3.0050557
4 8E-8 -2.5601618
5 1E-7 -3.0293226
6 1.2E-7 -0.20222447
7 1.4E-7 -2.6248737
8 1.6E-7 0.44893833
9 1.8E-7 -1.8402427
10 2E-7 0.77654198
11 2.2E-7 -1.2254803
12 2.4E-7 0.38018201
13 2.6E-7 -0.60262893
14 2.8E-7 0.14560162
15 3E-7 -0.12942366
16 3.2E-7 -0.18200203
17 3.4E-7 0.10111224
18 3.6E-7 -0.25075835
19 3.8E-7 0.12133468
20 4E-7 -0.12942366
21 4.2E-7 0
22 4.4E-7 -0.07280081
23 4.6E-7 -0.028311426
24 4.8E-7 -0.048533874
25 5E-7 0.016177958
26 5.2E-7 0.016177958
27 5.4E-7 0.012133468
28 5.6E-7 0.040444895
29 5.8E-7 0.024266937
30 6E-7 0.032355916
31 6.2E-7 0.044489384
32 6.4E-7 -0.0040444895
33 6.6E-7 -0.048533874
34 6.8E-7 -0.056622853
35 7E-7 0.024266937
36 7.2E-7 0.064711832
37 7.4E-7 0.16582407
38 7.6E-7 0.20626896
39 7.8E-7 0.080889789
40 8E-7 0.07280081
41 8.2E-7 0.036400405
42 8.4E-7 0.093023258
43 8.6E-7 0.036400405
44 8.8E-7 0.07280081
45 9E-7 0.040444895
46 9.2E-7 0.032355916
47 9.4E-7 0.052578363
48 9.6E-7 -0.012133468
49 9.8E-7 0.036400405
50 1E-6 0
51 1.02E-6 0.0040444895
52 1.04E-6 -0.0080889789
53 1.06E-6 -0.012133468
54 1.08E-6 -0.020222447
55 1.1E-6 -0.020222447
56 1.12E-6 -0.032355916
57 1.14E-6 -0.032355916
58 1.16E-6 -0.048533874
59 1.18E-6 -0.040444895
60 1.2E-6 -0.044489384
61 1.22E-6 -0.040444895
62 1.24E-6 -0.052578363
63 1.26E-6 -0.064711832
64 1.28E-6 -0.064711832
65 1.3E-6 -0.060667342
66 1.32E-6 -0.052578363
67 1.34E-6 -0.084934279
68 1.36E-6 -0.080889789
69 1.38E-6 -0.07280081
70 1.4E-6 -0.07280081
71 1.42E-6 -0.0768453
72 1.44E-6 -0.097067747
73 1.46E-6 -0.044489384
74 1.48E-6 -0.10515673
75 1.5E-6 -0.052578363
76 1.52E-6 -0.084934279
77 1.54E-6 -0.084934279
78 1.56E-6 -0.0768453
79 1.58E-6 -0.0768453
80 1.6E-6 -0.080889789
81 1.62E-6 -0.084934279
82 1.64E-6 -0.068756321
83 1.66E-6 -0.080889789
84 1.68E-6 -0.07280081
85 1.7E-6 -0.068756321
86 1.72E-6 -0.07280081
87 1.74E-6 -0.064711832
88 1.76E-6 -0.064711832
89 1.78E-6 -0.060667342
90 1.8E-6 -0.060667342
91 1.82E-6 -0.044489384
92 1.84E-6 -0.032355916
93 1.86E-6 -0.028311426
94 1.88E-6 -0.020222447
95 1.9E-6 -0.020222447
96 1.92E-6 -0.016177958
97 1.94E-6 0
98 1.96E-6 -0.0080889789
99 1.98E-6 0
100 2E-6 0.0040444895
