ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-11 13:12:58 523m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.5576635
1 2E-8 1.787319
2 4E-8 0.89266101
3 6E-8 1.8871692
4 8E-8 -2.1967049
5 1E-7 1.322017
6 1.2E-7 -0.83874189
7 1.4E-7 0.5771343
8 1.6E-7 -0.74288567
9 1.8E-7 0.24563155
10 2E-7 -0.49525711
11 2.2E-7 0.051922117
12 2.4E-7 0.25561658
13 2.6E-7 -0.76485272
14 2.8E-7 0.85471792
15 3E-7 -0.52920619
16 3.2E-7 0.067898153
17 3.4E-7 0.1797304
18 3.6E-7 -0.26360459
19 3.8E-7 0.045931103
20 4E-7 0.25761358
21 4.2E-7 -0.25561658
22 4.4E-7 0.13979031
23 4.6E-7 0.13979031
24 4.8E-7 -0.25162257
25 5E-7 0.18172741
26 5.2E-7 0.01797304
27 5.4E-7 -0.14378432
28 5.6E-7 0.1757364
29 5.8E-7 -0.033949076
30 6E-7 -0.091862207
31 6.2E-7 0.069895157
32 6.4E-7 -0.061907139
33 6.6E-7 -0.0099850225
34 6.8E-7 0.11782327
35 7E-7 0
36 7.2E-7 0.071892162
37 7.4E-7 0.12181727
38 7.6E-7 -0.003994009
39 7.8E-7 0.085871193
40 8E-7 -0.067898153
41 8.2E-7 0.063904144
42 8.4E-7 0.047928108
43 8.6E-7 0.015976036
44 8.8E-7 0.075886171
45 9E-7 -0.023964054
46 9.2E-7 0.035946081
47 9.4E-7 0.0019970045
48 9.6E-7 0.025961058
49 9.8E-7 0.021967049
50 1E-6 0.027958063
51 1.02E-6 0.021967049
52 1.04E-6 0.023964054
53 1.06E-6 0.007988018
54 1.08E-6 0.007988018
55 1.1E-6 0.01797304
56 1.12E-6 0.0019970045
57 1.14E-6 0.0059910135
58 1.16E-6 0.013979031
59 1.18E-6 0.013979031
60 1.2E-6 0.015976036
61 1.22E-6 0.019970045
62 1.24E-6 0.0059910135
63 1.26E-6 0.0099850225
64 1.28E-6 0.0059910135
65 1.3E-6 0
66 1.32E-6 0.011982027
67 1.34E-6 0.015976036
68 1.36E-6 0.003994009
69 1.38E-6 0.0099850225
70 1.4E-6 0
71 1.42E-6 -0.0059910135
72 1.44E-6 0
73 1.46E-6 0
74 1.48E-6 0.0019970045
75 1.5E-6 0.011982027
76 1.52E-6 0.007988018
77 1.54E-6 0.007988018
78 1.56E-6 0.0059910135
79 1.58E-6 -0.0019970045
80 1.6E-6 0
81 1.62E-6 0.011982027
82 1.64E-6 0.0059910135
83 1.66E-6 0.011982027
84 1.68E-6 0.0099850225
85 1.7E-6 0.0019970045
86 1.72E-6 0.011982027
87 1.74E-6 0.007988018
88 1.76E-6 0.007988018
89 1.78E-6 0.013979031
90 1.8E-6 0.0059910135
91 1.82E-6 0.0099850225
92 1.84E-6 0.015976036
93 1.86E-6 0.01797304
94 1.88E-6 0.013979031
95 1.9E-6 0.015976036
96 1.92E-6 0.01797304
97 1.94E-6 0.01797304
98 1.96E-6 0.019970045
99 1.98E-6 0.015976036
100 2E-6 0.019970045
101 2.02E-6 0.019970045
102 2.04E-6 0.029955067
