ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 13:34:45 315m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.2236645
1 2E-8 2.3005492
2 4E-8 0.21367948
3 6E-8 1.1223165
4 8E-8 -1.4398402
5 1E-7 0.25162257
6 1.2E-7 -0.73689466
7 1.4E-7 0.087868198
8 1.6E-7 0.027958063
9 1.8E-7 -0.20968547
10 2E-7 0.20569146
11 2.2E-7 -0.33549676
12 2.4E-7 0.10584124
13 2.6E-7 -0.19770345
14 2.8E-7 0.091862207
15 3E-7 -0.027958063
16 3.2E-7 -0.029955067
17 3.4E-7 -0.011982027
18 3.6E-7 -0.065901148
19 3.8E-7 0.045931103
20 4E-7 -0.007988018
21 4.2E-7 0.01797304
22 4.4E-7 -0.025961058
23 4.6E-7 -0.031952072
24 4.8E-7 -0.0099850225
25 5E-7 -0.0059910135
26 5.2E-7 0
27 5.4E-7 -0.023964054
28 5.6E-7 -0.025961058
29 5.8E-7 -0.019970045
30 6E-7 -0.0059910135
31 6.2E-7 0.0059910135
32 6.4E-7 0.0019970045
33 6.6E-7 -0.019970045
34 6.8E-7 -0.021967049
35 7E-7 -0.011982027
36 7.2E-7 -0.007988018
37 7.4E-7 0.031952072
38 7.6E-7 0.03994009
39 7.8E-7 0.021967049
40 8E-7 0.011982027
41 8.2E-7 0.0099850225
42 8.4E-7 0.015976036
43 8.6E-7 0.011982027
44 8.8E-7 -0.0019970045
45 9E-7 0.0059910135
46 9.2E-7 -0.007988018
47 9.4E-7 0.007988018
48 9.6E-7 -0.0099850225
49 9.8E-7 0.0019970045
50 1E-6 -0.007988018
51 1.02E-6 -0.003994009
52 1.04E-6 -0.003994009
53 1.06E-6 -0.015976036
54 1.08E-6 -0.015976036
55 1.1E-6 -0.01797304
56 1.12E-6 -0.011982027
57 1.14E-6 -0.013979031
58 1.16E-6 -0.011982027
59 1.18E-6 -0.013979031
60 1.2E-6 -0.013979031
61 1.22E-6 -0.019970045
62 1.24E-6 -0.01797304
63 1.26E-6 -0.015976036
64 1.28E-6 -0.021967049
65 1.3E-6 -0.015976036
66 1.32E-6 -0.029955067
67 1.34E-6 -0.025961058
68 1.36E-6 -0.023964054
69 1.38E-6 -0.027958063
70 1.4E-6 -0.025961058
71 1.42E-6 -0.025961058
72 1.44E-6 -0.029955067
73 1.46E-6 -0.025961058
74 1.48E-6 -0.025961058
75 1.5E-6 -0.029955067
76 1.52E-6 -0.027958063
77 1.54E-6 -0.025961058
78 1.56E-6 -0.029955067
79 1.58E-6 -0.023964054
80 1.6E-6 -0.023964054
81 1.62E-6 -0.027958063
82 1.64E-6 -0.029955067
83 1.66E-6 -0.025961058
84 1.68E-6 -0.021967049
85 1.7E-6 -0.025961058
86 1.72E-6 -0.021967049
87 1.74E-6 -0.019970045
88 1.76E-6 -0.023964054
89 1.78E-6 -0.019970045
90 1.8E-6 -0.023964054
91 1.82E-6 -0.013979031
92 1.84E-6 -0.019970045
93 1.86E-6 -0.011982027
94 1.88E-6 -0.0099850225
95 1.9E-6 -0.011982027
96 1.92E-6 -0.007988018
97 1.94E-6 -0.0059910135
