ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 11:37:53 385m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.763355
1 2E-8 2.6999501
2 4E-8 2.0129805
3 6E-8 1.1063405
4 8E-8 -2.5122317
5 1E-7 1.0484274
6 1.2E-7 -1.9291063
7 1.4E-7 0.51922117
8 1.6E-7 -0.75087369
9 1.8E-7 -0.061907139
10 2E-7 0.073889166
11 2.2E-7 -0.45531703
12 2.4E-7 0.17373939
13 2.6E-7 -0.38342486
14 2.8E-7 0.17373939
15 3E-7 -0.24363455
16 3.2E-7 0.053919121
17 3.4E-7 -0.12381428
18 3.6E-7 -0.043934099
19 3.8E-7 -0.015976036
20 4E-7 -0.069895157
21 4.2E-7 -0.013979031
22 4.4E-7 -0.061907139
23 4.6E-7 -0.03994009
24 4.8E-7 -0.021967049
25 5E-7 -0.015976036
26 5.2E-7 0.003994009
27 5.4E-7 -0.0019970045
28 5.6E-7 0.0099850225
29 5.8E-7 -0.003994009
30 6E-7 0.019970045
31 6.2E-7 0.01797304
32 6.4E-7 -0.003994009
33 6.6E-7 -0.025961058
34 6.8E-7 -0.035946081
35 7E-7 0.0019970045
36 7.2E-7 0.025961058
37 7.4E-7 0.093859211
38 7.6E-7 0.091862207
39 7.8E-7 0.019970045
40 8E-7 0.037943085
41 8.2E-7 0
42 8.4E-7 0.035946081
43 8.6E-7 0.0019970045
44 8.8E-7 0.027958063
45 9E-7 0.0019970045
46 9.2E-7 0.0019970045
47 9.4E-7 0.011982027
48 9.6E-7 -0.007988018
49 9.8E-7 0.003994009
50 1E-6 -0.0099850225
51 1.02E-6 -0.007988018
52 1.04E-6 -0.021967049
53 1.06E-6 -0.01797304
54 1.08E-6 -0.023964054
55 1.1E-6 -0.027958063
56 1.12E-6 -0.029955067
57 1.14E-6 -0.031952072
58 1.16E-6 -0.035946081
59 1.18E-6 -0.033949076
60 1.2E-6 -0.033949076
61 1.22E-6 -0.033949076
62 1.24E-6 -0.037943085
63 1.26E-6 -0.041937094
64 1.28E-6 -0.043934099
65 1.3E-6 -0.03994009
66 1.32E-6 -0.047928108
67 1.34E-6 -0.055916126
68 1.36E-6 -0.053919121
69 1.38E-6 -0.051922117
70 1.4E-6 -0.053919121
71 1.42E-6 -0.05791313
72 1.44E-6 -0.055916126
73 1.46E-6 -0.051922117
74 1.48E-6 -0.047928108
75 1.5E-6 -0.05791313
76 1.52E-6 -0.061907139
77 1.54E-6 -0.055916126
78 1.56E-6 -0.051922117
79 1.58E-6 -0.05791313
80 1.6E-6 -0.053919121
81 1.62E-6 -0.051922117
82 1.64E-6 -0.047928108
83 1.66E-6 -0.053919121
84 1.68E-6 -0.045931103
85 1.7E-6 -0.045931103
86 1.72E-6 -0.041937094
87 1.74E-6 -0.03994009
88 1.76E-6 -0.041937094
89 1.78E-6 -0.037943085
90 1.8E-6 -0.033949076
91 1.82E-6 -0.029955067
92 1.84E-6 -0.021967049
93 1.86E-6 -0.01797304
94 1.88E-6 -0.019970045
95 1.9E-6 -0.0099850225
96 1.92E-6 -0.013979031
97 1.94E-6 -0.0059910135
98 1.96E-6 -0.0059910135
