ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 10:51:17 929m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.16347124
1 2E-8 1.5711402
2 4E-8 2
3 6E-8 2
4 8E-8 0.11402623
5 1E-7 -1.6135217
6 1.2E-7 -1.7840565
7 1.4E-7 -1.3128153
8 1.6E-7 -0.5297679
9 1.8E-7 -0.36831483
10 2E-7 -0.19778002
11 2.2E-7 -0.34308779
12 2.4E-7 -0.24117053
13 2.6E-7 -0.17860747
14 2.8E-7 -0.10292634
15 3E-7 -0.099899091
16 3.2E-7 -0.14631685
17 3.4E-7 -0.11099899
18 3.6E-7 -0.050454086
19 3.8E-7 -0.016145308
20 4E-7 -0.037336024
21 4.2E-7 -0.083753783
22 4.4E-7 -0.097880927
23 4.6E-7 -0.061553985
24 4.8E-7 -0.010090817
25 5E-7 -0.0050454086
26 5.2E-7 -0.02320888
27 5.4E-7 -0.026236125
28 5.6E-7 -0.012108981
29 5.8E-7 0.012108981
30 6E-7 0.028254288
31 6.2E-7 0.020181634
32 6.4E-7 -0.0080726538
33 6.6E-7 -0.021190716
34 6.8E-7 -0.031281533
35 7E-7 -0.037336024
36 7.2E-7 0.013118062
37 7.4E-7 0.02926337
38 7.6E-7 0.095862764
39 7.8E-7 0.10292634
40 8E-7 0.073662966
41 8.2E-7 0.032290615
42 8.4E-7 0.020181634
43 8.6E-7 0.027245207
44 8.8E-7 0.020181634
45 9E-7 0.025227043
46 9.2E-7 0.012108981
47 9.4E-7 0.0080726538
48 9.6E-7 -0.0020181634
49 9.8E-7 -0.0040363269
50 1E-6 -0.0050454086
51 1.02E-6 -0.0090817355
52 1.04E-6 -0.019172553
53 1.06E-6 -0.027245207
54 1.08E-6 -0.03531786
55 1.1E-6 -0.03531786
56 1.12E-6 -0.040363269
57 1.14E-6 -0.050454086
58 1.16E-6 -0.05247225
59 1.18E-6 -0.061553985
60 1.2E-6 -0.059535822
61 1.22E-6 -0.061553985
62 1.24E-6 -0.056508576
63 1.26E-6 -0.063572149
64 1.28E-6 -0.063572149
65 1.3E-6 -0.073662966
66 1.32E-6 -0.074672048
67 1.34E-6 -0.076690211
68 1.36E-6 -0.08173562
69 1.38E-6 -0.08173562
70 1.4E-6 -0.08173562
71 1.42E-6 -0.085771946
72 1.44E-6 -0.089808273
73 1.46E-6 -0.090817355
74 1.48E-6 -0.089808273
75 1.5E-6 -0.08779011
76 1.52E-6 -0.086781028
77 1.54E-6 -0.08779011
78 1.56E-6 -0.088799192
79 1.58E-6 -0.08779011
80 1.6E-6 -0.090817355
81 1.62E-6 -0.090817355
82 1.64E-6 -0.08779011
83 1.66E-6 -0.080726538
84 1.68E-6 -0.073662966
85 1.7E-6 -0.075681129
86 1.72E-6 -0.079717456
87 1.74E-6 -0.076690211
88 1.76E-6 -0.071644802
89 1.78E-6 -0.066599394
90 1.8E-6 -0.059535822
91 1.82E-6 -0.053481331
92 1.84E-6 -0.05247225
93 1.86E-6 -0.049445004
94 1.88E-6 -0.039354187
95 1.9E-6 -0.031281533
96 1.92E-6 -0.026236125
97 1.94E-6 -0.02320888
98 1.96E-6 -0.021190716
