ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 11:34:45 402m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.021967049
1 2E-8 0.56115826
2 4E-8 2.8217674
3 6E-8 2.7718422
4 8E-8 2.9276086
5 1E-7 -2.3065402
6 1.2E-7 -2.9675487
7 1.4E-7 0.09785322
8 1.6E-7 -2.7478782
9 1.8E-7 1.2081877
10 2E-7 -1.8332501
11 2.2E-7 1.0064903
12 2.4E-7 -0.888667
13 2.6E-7 0.16575137
14 2.8E-7 -0.24363455
15 3E-7 -0.18971543
16 3.2E-7 0.12381428
17 3.4E-7 -0.25361957
18 3.6E-7 0.18971543
19 3.8E-7 -0.22965552
20 4E-7 0.10983525
21 4.2E-7 -0.09785322
22 4.4E-7 0.0099850225
23 4.6E-7 -0.015976036
24 4.8E-7 -0.041937094
25 5E-7 0.007988018
26 5.2E-7 0.0059910135
27 5.4E-7 0.05791313
28 5.6E-7 0.029955067
29 5.8E-7 0.051922117
30 6E-7 0.023964054
31 6.2E-7 0.045931103
32 6.4E-7 0.059910135
33 6.6E-7 0.035946081
34 6.8E-7 0
35 7E-7 -0.0099850225
36 7.2E-7 0.0099850225
37 7.4E-7 0.053919121
38 7.6E-7 0.12581128
39 7.8E-7 0.19770345
40 8E-7 0.09785322
41 8.2E-7 0.07988018
42 8.4E-7 0.067898153
43 8.6E-7 0.061907139
44 8.8E-7 0.095856216
45 9E-7 0.041937094
46 9.2E-7 0.075886171
47 9.4E-7 0.025961058
48 9.6E-7 0.063904144
49 9.8E-7 0.027958063
50 1E-6 0.041937094
51 1.02E-6 0.031952072
52 1.04E-6 0.015976036
53 1.06E-6 0.019970045
54 1.08E-6 0.0059910135
55 1.1E-6 -0.0019970045
56 1.12E-6 -0.0059910135
57 1.14E-6 -0.011982027
58 1.16E-6 -0.019970045
59 1.18E-6 -0.019970045
60 1.2E-6 -0.015976036
61 1.22E-6 -0.013979031
62 1.24E-6 -0.01797304
63 1.26E-6 -0.019970045
64 1.28E-6 -0.035946081
65 1.3E-6 -0.025961058
66 1.32E-6 -0.027958063
67 1.34E-6 -0.029955067
68 1.36E-6 -0.033949076
69 1.38E-6 -0.035946081
70 1.4E-6 -0.047928108
71 1.42E-6 -0.047928108
72 1.44E-6 -0.055916126
73 1.46E-6 -0.053919121
74 1.48E-6 -0.047928108
75 1.5E-6 -0.041937094
76 1.52E-6 -0.041937094
77 1.54E-6 -0.051922117
78 1.56E-6 -0.045931103
79 1.58E-6 -0.05791313
80 1.6E-6 -0.049925112
81 1.62E-6 -0.051922117
82 1.64E-6 -0.045931103
83 1.66E-6 -0.03994009
84 1.68E-6 -0.043934099
85 1.7E-6 -0.041937094
86 1.72E-6 -0.041937094
87 1.74E-6 -0.03994009
88 1.76E-6 -0.037943085
89 1.78E-6 -0.031952072
90 1.8E-6 -0.023964054
91 1.82E-6 -0.01797304
92 1.84E-6 -0.013979031
93 1.86E-6 -0.015976036
94 1.88E-6 -0.007988018
95 1.9E-6 0
96 1.92E-6 0
97 1.94E-6 0.007988018
98 1.96E-6 0.015976036
99 1.98E-6 0.021967049
100 2E-6 0.019970045
