ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 10:17:49 464m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.02320888
1 2E-8 0.97477294
2 4E-8 1.3723511
3 6E-8 0.76992935
4 8E-8 -0.3148335
5 1E-7 -0.8062563
6 1.2E-7 -0.46821392
7 1.4E-7 -0.026236125
8 1.6E-7 0.080726538
9 1.8E-7 -0.05852674
10 2E-7 -0.16750757
11 2.2E-7 -0.18264379
12 2.4E-7 -0.045408678
13 2.6E-7 0.020181634
14 2.8E-7 0.026236125
15 3E-7 -0.045408678
16 3.2E-7 -0.08779011
17 3.4E-7 -0.034308779
18 3.6E-7 0.026236125
19 3.8E-7 0.047426841
20 4E-7 -0.0050454086
21 4.2E-7 -0.047426841
22 4.4E-7 -0.050454086
23 4.6E-7 0.0010090817
24 4.8E-7 0.022199798
25 5E-7 0
26 5.2E-7 -0.032290615
27 5.4E-7 -0.033299697
28 5.6E-7 -0.012108981
29 5.8E-7 0.011099899
30 6E-7 0.014127144
31 6.2E-7 -0.0070635721
32 6.4E-7 -0.030272452
33 6.6E-7 -0.025227043
34 6.8E-7 0.0060544903
35 7E-7 0.0090817355
36 7.2E-7 0.033299697
37 7.4E-7 0.024217961
38 7.6E-7 0.025227043
39 7.8E-7 0.033299697
40 8E-7 0.017154389
41 8.2E-7 0.021190716
42 8.4E-7 0.020181634
43 8.6E-7 0.012108981
44 8.8E-7 0.011099899
45 9E-7 0.012108981
46 9.2E-7 0.012108981
47 9.4E-7 0.0060544903
48 9.6E-7 0.0020181634
49 9.8E-7 0.0010090817
50 1E-6 0.0030272452
51 1.02E-6 0.0010090817
52 1.04E-6 -0.0050454086
53 1.06E-6 -0.010090817
54 1.08E-6 -0.0080726538
55 1.1E-6 -0.0080726538
56 1.12E-6 -0.0070635721
57 1.14E-6 -0.010090817
58 1.16E-6 -0.013118062
59 1.18E-6 -0.014127144
60 1.2E-6 -0.011099899
61 1.22E-6 -0.0090817355
62 1.24E-6 -0.0070635721
63 1.26E-6 -0.013118062
64 1.28E-6 -0.013118062
65 1.3E-6 -0.017154389
66 1.32E-6 -0.016145308
67 1.34E-6 -0.013118062
68 1.36E-6 -0.017154389
69 1.38E-6 -0.018163471
70 1.4E-6 -0.021190716
71 1.42E-6 -0.019172553
72 1.44E-6 -0.016145308
73 1.46E-6 -0.018163471
74 1.48E-6 -0.019172553
75 1.5E-6 -0.018163471
76 1.52E-6 -0.019172553
77 1.54E-6 -0.018163471
78 1.56E-6 -0.018163471
79 1.58E-6 -0.017154389
80 1.6E-6 -0.021190716
81 1.62E-6 -0.019172553
82 1.64E-6 -0.017154389
83 1.66E-6 -0.010090817
84 1.68E-6 -0.0090817355
85 1.7E-6 -0.013118062
86 1.72E-6 -0.014127144
87 1.74E-6 -0.013118062
88 1.76E-6 -0.010090817
89 1.78E-6 -0.0070635721
90 1.8E-6 -0.0050454086
91 1.82E-6 -0.0030272452
92 1.84E-6 -0.0010090817
93 1.86E-6 -0.0050454086
94 1.88E-6 -0.0030272452
95 1.9E-6 0.0010090817
96 1.92E-6 0.0040363269
97 1.94E-6 0.0050454086
