ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-11 13:39:59 693m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.3427705
1 2E-8 1.0394338
2 4E-8 2.289181
3 6E-8 0.68756321
4 8E-8 -3.3609707
5 1E-7 -3.7451972
6 1.2E-7 -3.0212336
7 1.4E-7 -3.660263
8 1.6E-7 -2.0505562
9 1.8E-7 -3.6683519
10 2E-7 0.2669363
11 2.2E-7 -2.1678464
12 2.4E-7 0.90596564
13 2.6E-7 -0.52173914
14 2.8E-7 0.76440851
15 3E-7 -0.27098079
16 3.2E-7 0.0768453
17 3.4E-7 0.040444895
18 3.6E-7 0.50960567
19 3.8E-7 1.4115268
20 4E-7 0.26289182
21 4.2E-7 0.64307383
22 4.4E-7 -0.16986856
23 4.6E-7 0.29929222
24 4.8E-7 -0.35995956
25 5E-7 -0.07280081
26 5.2E-7 0.15773509
27 5.4E-7 -0.016177958
28 5.6E-7 -0.11324571
29 5.8E-7 -0.3842265
30 6E-7 -0.44084935
31 6.2E-7 -0.45702731
32 6.4E-7 -0.63902934
33 6.6E-7 -0.55813955
34 6.8E-7 -0.82103136
35 7E-7 -0.6147624
36 7.2E-7 -0.76440851
37 7.4E-7 -0.74823055
38 7.6E-7 -0.7280081
39 7.8E-7 -0.75631953
40 8E-7 -0.70374117
41 8.2E-7 -0.75227504
42 8.4E-7 -0.67542974
43 8.6E-7 -0.73205259
44 8.8E-7 -0.60667342
45 9E-7 -0.63498485
46 9.2E-7 -0.48938323
47 9.4E-7 -0.47320527
48 9.6E-7 -0.35187058
49 9.8E-7 -0.30333671
50 1E-6 -0.20626896
51 1.02E-6 -0.14964611
52 1.04E-6 -0.052578363
53 1.06E-6 -0.0080889789
54 1.08E-6 0.064711832
55 1.1E-6 0.13751264
56 1.12E-6 0.16582407
57 1.14E-6 0.21840243
58 1.16E-6 0.27502528
59 1.18E-6 0.31142569
60 1.2E-6 0.33973712
61 1.22E-6 0.35187058
62 1.24E-6 0.35591507
63 1.26E-6 0.35591507
64 1.28E-6 0.31951467
65 1.3E-6 0.33973712
66 1.32E-6 0.28715875
67 1.34E-6 0.31547018
68 1.36E-6 0.27906977
69 1.38E-6 0.23862488
70 1.4E-6 0.21031345
71 1.42E-6 0.16582407
72 1.44E-6 0.14155713
73 1.46E-6 0.13346815
74 1.48E-6 0.16986856
75 1.5E-6 0.097067747
76 1.52E-6 0.084934279
77 1.54E-6 0.032355916
78 1.56E-6 0.052578363
79 1.58E-6 0.020222447
80 1.6E-6 0.0080889789
81 1.62E-6 -0.0080889789
82 1.64E-6 -0.0040444895
83 1.66E-6 0.0080889789
84 1.68E-6 -0.016177958
85 1.7E-6 0.0080889789
86 1.72E-6 -0.020222447
87 1.74E-6 -0.0040444895
88 1.76E-6 -0.0080889789
89 1.78E-6 0.020222447
90 1.8E-6 0.032355916
91 1.82E-6 0.056622853
92 1.84E-6 0.0768453
93 1.86E-6 0.093023258
94 1.88E-6 0.11729019
95 1.9E-6 0.13346815
96 1.92E-6 0.14560162
97 1.94E-6 0.16986856
98 1.96E-6 0.17795754
99 1.98E-6 0.18200203
100 2E-6 0.20626896
