ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-11 13:51:45 174m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.043934099
1 2E-8 2.4463305
2 4E-8 2.7139291
3 6E-8 2.4063904
4 8E-8 -1.5776336
5 1E-7 -0.067898153
6 1.2E-7 -0.32351473
7 1.4E-7 0.019970045
8 1.6E-7 0.16175736
9 1.8E-7 -0.86070894
10 2E-7 0.50723914
11 2.2E-7 -0.78681977
12 2.4E-7 0.56914628
13 2.6E-7 -0.78881678
14 2.8E-7 0.54917624
15 3E-7 -0.30154768
16 3.2E-7 0.22566151
17 3.4E-7 -0.16375437
18 3.6E-7 0.045931103
19 3.8E-7 -0.11982027
20 4E-7 0.22566151
21 4.2E-7 -0.095856216
22 4.4E-7 0.18971543
23 4.6E-7 -0.15576635
24 4.8E-7 0.11782327
25 5E-7 -0.09785322
26 5.2E-7 0.12381428
27 5.4E-7 -0.023964054
28 5.6E-7 0.055916126
29 5.8E-7 -0.047928108
30 6E-7 -0.007988018
31 6.2E-7 -0.053919121
32 6.4E-7 0.047928108
33 6.6E-7 0.029955067
34 6.8E-7 0.059910135
35 7E-7 0.061907139
36 7.2E-7 0.093859211
37 7.4E-7 0.085871193
38 7.6E-7 0.055916126
39 7.8E-7 0.12181727
40 8E-7 -0.11782327
41 8.2E-7 0.15776336
42 8.4E-7 -0.043934099
43 8.6E-7 0.13979031
44 8.8E-7 -0.0059910135
45 9E-7 0.069895157
46 9.2E-7 -0.013979031
47 9.4E-7 0.073889166
48 9.6E-7 -0.019970045
49 9.8E-7 0.091862207
50 1E-6 -0.033949076
51 1.02E-6 0.081877184
52 1.04E-6 -0.023964054
53 1.06E-6 0.065901148
54 1.08E-6 -0.015976036
55 1.1E-6 0.047928108
56 1.12E-6 -0.027958063
57 1.14E-6 0.033949076
58 1.16E-6 -0.015976036
59 1.18E-6 0.033949076
60 1.2E-6 -0.0059910135
61 1.22E-6 0.023964054
62 1.24E-6 -0.003994009
63 1.26E-6 0.013979031
64 1.28E-6 0
65 1.3E-6 0.01797304
66 1.32E-6 0
67 1.34E-6 0.0099850225
68 1.36E-6 -0.0059910135
69 1.38E-6 0.0059910135
70 1.4E-6 -0.0019970045
71 1.42E-6 -0.0059910135
72 1.44E-6 -0.0019970045
73 1.46E-6 -0.007988018
74 1.48E-6 0.003994009
75 1.5E-6 0.0059910135
76 1.52E-6 0.007988018
77 1.54E-6 -0.003994009
78 1.56E-6 -0.003994009
79 1.58E-6 -0.0059910135
80 1.6E-6 0.0019970045
81 1.62E-6 -0.0019970045
82 1.64E-6 0.007988018
83 1.66E-6 -0.003994009
84 1.68E-6 0.0019970045
85 1.7E-6 -0.003994009
86 1.72E-6 0.003994009
87 1.74E-6 0.007988018
88 1.76E-6 0.0059910135
89 1.78E-6 0.007988018
90 1.8E-6 0.011982027
91 1.82E-6 0.003994009
92 1.84E-6 0.021967049
93 1.86E-6 0.0099850225
94 1.88E-6 0.025961058
95 1.9E-6 0.01797304
96 1.92E-6 0.025961058
97 1.94E-6 0.023964054
98 1.96E-6 0.023964054
99 1.98E-6 0.029955067
100 2E-6 0.027958063
