ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-08 10:46:01 630m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 0.053481331
1 2E-8 -0.21695257
2 4E-8 -0.27648839
3 6E-8 0.58224015
4 8E-8 0.78304742
5 1E-7 0.76084762
6 1.2E-7 0.10191725
7 1.4E-7 -0.419778
8 1.6E-7 -0.37235116
9 1.8E-7 -0.05247225
10 2E-7 0.18062563
11 2.2E-7 0.070635721
12 2.4E-7 -0.012108981
13 2.6E-7 -0.12411705
14 2.8E-7 -0.053481331
15 3E-7 0.028254288
16 3.2E-7 0.076690211
17 3.4E-7 0.038345105
18 3.6E-7 -0.024217961
19 3.8E-7 -0.043390514
20 4E-7 0.02926337
21 4.2E-7 0.073662966
22 4.4E-7 0.061553985
23 4.6E-7 0.010090817
24 4.8E-7 -0.016145308
25 5E-7 0.0090817355
26 5.2E-7 0.055499495
27 5.4E-7 0.062563067
28 5.6E-7 0.030272452
29 5.8E-7 0.0080726538
30 6E-7 0.012108981
31 6.2E-7 0.034308779
32 6.4E-7 0.053481331
33 6.6E-7 0.046417759
34 6.8E-7 0.018163471
35 7E-7 0.010090817
36 7.2E-7 0.020181634
37 7.4E-7 0.033299697
38 7.6E-7 0.056508576
39 7.8E-7 0.032290615
40 8E-7 0.036326942
41 8.2E-7 0.032290615
42 8.4E-7 0.048435923
43 8.6E-7 0.037336024
44 8.8E-7 0.040363269
45 9E-7 0.03531786
46 9.2E-7 0.027245207
47 9.4E-7 0.033299697
48 9.6E-7 0.034308779
49 9.8E-7 0.02926337
50 1E-6 0.028254288
51 1.02E-6 0.024217961
52 1.04E-6 0.028254288
53 1.06E-6 0.032290615
54 1.08E-6 0.026236125
55 1.1E-6 0.02320888
56 1.12E-6 0.022199798
57 1.14E-6 0.02320888
58 1.16E-6 0.027245207
59 1.18E-6 0.025227043
60 1.2E-6 0.019172553
61 1.22E-6 0.016145308
62 1.24E-6 0.016145308
63 1.26E-6 0.020181634
64 1.28E-6 0.020181634
65 1.3E-6 0.016145308
66 1.32E-6 0.014127144
67 1.34E-6 0.011099899
68 1.36E-6 0.017154389
69 1.38E-6 0.017154389
70 1.4E-6 0.017154389
71 1.42E-6 0.017154389
72 1.44E-6 0.015136226
73 1.46E-6 0.010090817
74 1.48E-6 0.012108981
75 1.5E-6 0.013118062
76 1.52E-6 0.014127144
77 1.54E-6 0.013118062
78 1.56E-6 0.010090817
79 1.58E-6 0.012108981
80 1.6E-6 0.014127144
81 1.62E-6 0.0090817355
82 1.64E-6 0.0090817355
83 1.66E-6 0.0090817355
84 1.68E-6 0.010090817
85 1.7E-6 0.014127144
86 1.72E-6 0.014127144
87 1.74E-6 0.012108981
88 1.76E-6 0.011099899
89 1.78E-6 0.0080726538
90 1.8E-6 0.0070635721
91 1.82E-6 0.011099899
92 1.84E-6 0.014127144
93 1.86E-6 0.016145308
94 1.88E-6 0.016145308
95 1.9E-6 0.016145308
96 1.92E-6 0.014127144
97 1.94E-6 0.014127144
98 1.96E-6 0.014127144
99 1.98E-6 0.016145308
100 2E-6 0.019172553
101 2.02E-6 0.020181634
102 2.04E-6 0.018163471
