ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2023-09-11 13:34:12 091m





Sample number Relative time HS4D-50(28994).Ch1
  s V
0 0 1.8645096
1 2E-8 1.354904
2 4E-8 2.1840243
3 6E-8 -1.5894844
4 8E-8 -2.9443883
5 1E-7 -3.3043479
6 1.2E-7 -3.8463095
7 1.4E-7 -3.5348838
8 1.6E-7 -3.5672397
9 1.8E-7 -2.4266937
10 2E-7 -1.6905966
11 2.2E-7 -0.35187058
12 2.4E-7 0.44084935
13 2.6E-7 0.10920122
14 2.8E-7 0.40040446
15 3E-7 -0.1536906
16 3.2E-7 0.23862488
17 3.4E-7 0.27098079
18 3.6E-7 1.0920122
19 3.8E-7 1.1607685
20 4E-7 0.25075835
21 4.2E-7 0.70778566
22 4.4E-7 -0.41253793
23 4.6E-7 0.52982812
24 4.8E-7 -0.47724976
25 5E-7 0.6916077
26 5.2E-7 -0.21031345
27 5.4E-7 0.07280081
28 5.6E-7 -0.36804854
29 5.8E-7 -0.36400405
30 6E-7 -0.32355916
31 6.2E-7 -0.6147624
32 6.4E-7 -0.44084935
33 6.6E-7 -0.79676443
34 6.8E-7 -0.56622853
35 7E-7 -0.74418606
36 7.2E-7 -0.63498485
37 7.4E-7 -0.69565219
38 7.6E-7 -0.67947423
39 7.8E-7 -0.69565219
40 8E-7 -0.71183015
41 8.2E-7 -0.66329627
42 8.4E-7 -0.67542974
43 8.6E-7 -0.63094036
44 8.8E-7 -0.62285138
45 9E-7 -0.50960567
46 9.2E-7 -0.46916078
47 9.4E-7 -0.35995956
48 9.6E-7 -0.29929222
49 9.8E-7 -0.21435794
50 1E-6 -0.12133468
51 1.02E-6 -0.024266937
52 1.04E-6 0.0080889789
53 1.06E-6 0.07280081
54 1.08E-6 0.14964611
55 1.1E-6 0.19817998
56 1.12E-6 0.25480284
57 1.14E-6 0.32760365
58 1.16E-6 0.29524773
59 1.18E-6 0.38018201
60 1.2E-6 0.37613752
61 1.22E-6 0.41253793
62 1.24E-6 0.39231548
63 1.26E-6 0.3842265
64 1.28E-6 0.35995956
65 1.3E-6 0.35995956
66 1.32E-6 0.33164814
67 1.34E-6 0.29120324
68 1.36E-6 0.2669363
69 1.38E-6 0.26289182
70 1.4E-6 0.21840243
71 1.42E-6 0.16986856
72 1.44E-6 0.16582407
73 1.46E-6 0.19009101
74 1.48E-6 0.16177958
75 1.5E-6 0.088978768
76 1.52E-6 0.088978768
77 1.54E-6 0.044489384
78 1.56E-6 0.064711832
79 1.58E-6 0.028311426
80 1.6E-6 0.056622853
81 1.62E-6 0.024266937
82 1.64E-6 0.040444895
83 1.66E-6 0.028311426
84 1.68E-6 0.024266937
85 1.7E-6 0.036400405
86 1.72E-6 0.036400405
87 1.74E-6 0.036400405
88 1.76E-6 0.048533874
89 1.78E-6 0.060667342
90 1.8E-6 0.084934279
91 1.82E-6 0.11324571
92 1.84E-6 0.11729019
93 1.86E-6 0.13751264
94 1.88E-6 0.1536906
95 1.9E-6 0.18604652
96 1.92E-6 0.19009101
97 1.94E-6 0.21435794
98 1.96E-6 0.2305359
99 1.98E-6 0.2305359
100 2E-6 0.25075835
101 2.02E-6 0.28311426
